Model_list,Proportions,Parameters,Return_List,Return36_List,Return60_List,Deployed_Capital,Deployed_Capital_36,Deployed_Capital_60
LogisticRegression___0.9017689133975209,0.025,"{'C': 0.1, 'penalty': 'l1'}","[5.278, 5.278, 7.5915, 7.5915, 8.3746, 8.3746, 8.1221, 8.1221, 7.3352, 7.3352, 16.7545, 16.7545, 10.1168, 10.1168, 8.3881, 8.3881, 9.6244, 9.6244, 3.9684, 3.9684, 13.3726, 13.3726, 8.3463, 8.3463, 7.0367, 7.0367, 13.3438, 13.3438, 8.6432, 8.6432, 5.0744, 5.0744, 8.6213, 8.6213, 9.6767, 9.6767, 7.1086, 7.1086, 8.1447, 8.1447, 5.6861, 5.6861, -11.8749, -11.8749, 12.6184, 12.6184, 5.9115, 5.9115, 11.6227, 11.6227, -7.7429, -7.7429, 10.9034, 10.9034, 12.6926, 12.6926, 8.19, 8.19, 6.4685, 6.4685, 10.2176, 10.2176, 9.5839, 9.5839, 13.3148, 13.3148, 10.4497, 10.4497, 9.9961, 9.9961, 6.1318, 6.1318, 9.9488, 9.9488, 8.179, 8.179, 11.349, 11.349, 9.3729, 9.3729, -9.7352, -9.7352, 6.2746, 6.2746, 6.7882, 6.7882, 13.3087, 13.3087, 8.183, 8.183, 6.6623, 6.6623, 8.8039, 8.8039, 7.5488, 7.5488, 10.7907, 10.7907, 7.9679, 7.9679]","[6.2286, 7.5915, 8.3746, 8.1221, 7.3352, 16.7545, 10.1168, 8.3881, 9.6244, 3.9684, 13.3726, 8.3463, 7.0367, 13.3438, 8.6432, 5.0744, 8.6213, 9.6767, 7.1086, 8.8271, 5.6861, -11.8749, 12.6184, 5.9115, 11.6227, -7.7429, 10.9034, 12.6926, 8.19, 6.4685, 10.2176, 9.5839, 13.3148, 10.4497, 9.9961, 6.389, 9.9488, 8.179, 11.349, 9.3729, -9.7352, 6.2746, 6.7882, 13.3087, 8.183, 6.6623, 8.8039, 7.5488, 10.7907, 7.9679]","[1.487, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 4.3402, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 4.3402, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[174575.0, 270150.0, 296575.0, 102300.0, 110700.0, 95600.0, 269600.0, 188900.0, 335400.0, 40000.0, 194350.0, 194850.0, 175000.0, 178000.0, 233200.0, 188000.0, 275175.0, 403075.0, 56000.0, 263000.0, 103200.0, 158000.0, 173000.0, 203000.0, 192575.0, 244600.0, 327275.0, 118300.0, 188600.0, 205000.0, 282050.0, 193000.0, 100000.0, 98200.0, 241175.0, 318600.0, 249425.0, 169900.0, 331375.0, 108650.0, 176600.0, 108000.0, 115300.0, 173200.0, 286300.0, 148375.0, 170300.0, 125975.0, 215000.0, 93000.0]","[139575.0, 270150.0, 296575.0, 102300.0, 110700.0, 95600.0, 269600.0, 188900.0, 335400.0, 40000.0, 194350.0, 194850.0, 175000.0, 178000.0, 233200.0, 188000.0, 275175.0, 403075.0, 56000.0, 223000.0, 103200.0, 158000.0, 173000.0, 203000.0, 192575.0, 244600.0, 327275.0, 118300.0, 188600.0, 205000.0, 282050.0, 193000.0, 100000.0, 98200.0, 241175.0, 278600.0, 249425.0, 169900.0, 331375.0, 108650.0, 176600.0, 108000.0, 115300.0, 173200.0, 286300.0, 148375.0, 170300.0, 125975.0, 215000.0, 93000.0]","[35000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 40000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 40000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
LogisticRegression___0.7150707196669293,0.025,"{'C': 0.05, 'penalty': 'l1'}","[1.3312, 1.3312, 9.0303, 9.0303, 7.7409, 7.7409, -4.5783, -4.5783, 8.4459, 8.4459, 10.9861, 10.9861, 10.9865, 10.9865, 11.4368, 11.4368, 4.3505, 4.3505, 7.8378, 7.8378, -3.6536, -3.6536, 7.3122, 7.3122, nan, nan, 9.2397, 9.2397, 9.6337, 9.6337, -17.4696, -17.4696, 9.2055, 9.2055, 10.7214, 10.7214, -10.0409, -10.0409, 9.3128, 9.3128, 7.7292, 7.7292, 8.6699, 8.6699, 9.9539, 9.9539, 8.8346, 8.8346, 8.2515, 8.2515, 8.3312, 8.3312, 6.4777, 6.4777, -36.4728, -36.4728, 11.4765, 11.4765, 2.7584, 2.7584, 5.8555, 5.8555, 9.147, 9.147, -31.9021, -31.9021, 10.8705, 10.8705, 8.4709, 8.4709, 7.0123, 7.0123, 8.916, 8.916, 6.3128, 6.3128, 10.3908, 10.3908, -7.428, -7.428, 12.5494, 12.5494, 9.792, 9.792, 8.8322, 8.8322, 11.9759, 11.9759, 10.0414, 10.0414, 6.4033, 6.4033, -13.5894, -13.5894, 9.7612, 9.7612, 11.5407, 11.5407, 9.3308, 9.3308]","[1.3312, 9.0303, 8.8612, -5.9996, 8.4459, 10.9861, 12.2507, 11.4368, 4.3505, 7.8378, -3.6536, 7.3122, nan, 9.2397, 9.6337, -17.4696, 9.2055, 10.7214, -10.0409, 9.3128, 7.2979, 8.6699, 13.1617, 8.8346, 8.2515, 8.3312, 6.4777, -36.4728, 11.4765, 2.7584, 5.8555, 9.147, -31.9021, 10.8705, 9.1619, 7.0123, 11.6478, 6.3128, 10.3908, -7.428, 12.5494, 9.792, 8.8322, 11.9759, 10.0414, 6.4033, -13.5894, 9.7612, 11.5407, 9.3308]","[nan, nan, 5.9455, 4.3402, nan, nan, 1.487, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 11.3867, nan, 4.3402, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 4.3402, nan, 4.3402, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[334600.0, 344700.0, 208200.0, 291000.0, 184575.0, 285175.0, 298000.0, 144275.0, 201125.0, 140200.0, 289200.0, 184375.0, 0.0, 227000.0, 156600.0, 129000.0, 137975.0, 226975.0, 177200.0, 151700.0, 170650.0, 179000.0, 110000.0, 209000.0, 175200.0, 135000.0, 107850.0, 78000.0, 168000.0, 201000.0, 313000.0, 320600.0, 84000.0, 127375.0, 279125.0, 214125.0, 107000.0, 62000.0, 355200.0, 262325.0, 268000.0, 269225.0, 125600.0, 178000.0, 94575.0, 118000.0, 141175.0, 53600.0, 200000.0, 218200.0]","[334600.0, 344700.0, 128200.0, 251000.0, 184575.0, 285175.0, 263000.0, 144275.0, 201125.0, 140200.0, 289200.0, 184375.0, 0.0, 227000.0, 156600.0, 129000.0, 137975.0, 226975.0, 177200.0, 151700.0, 152650.0, 179000.0, 70000.0, 209000.0, 175200.0, 135000.0, 107850.0, 78000.0, 168000.0, 201000.0, 313000.0, 320600.0, 84000.0, 127375.0, 239125.0, 214125.0, 67000.0, 62000.0, 355200.0, 262325.0, 268000.0, 269225.0, 125600.0, 178000.0, 94575.0, 118000.0, 141175.0, 53600.0, 200000.0, 218200.0]","[0.0, 0.0, 80000.0, 40000.0, 0.0, 0.0, 35000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 18000.0, 0.0, 40000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 40000.0, 0.0, 40000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
LogisticRegression___0.8884298243367224,0.025,"{'C': 0.45, 'penalty': 'l1'}","[-1.3596, -1.3596, 11.3926, 11.3926, 8.193, 8.193, 8.7923, 8.7923, 8.6639, 8.6639, 9.595, 9.595, 7.5925, 7.5925, 10.2073, 10.2073, 7.7525, 7.7525, 7.1112, 7.1112, 9.8443, 9.8443, 9.4276, 9.4276, 10.8032, 10.8032, 10.0225, 10.0225, 10.343, 10.343, 11.042, 11.042, 9.765, 9.765, 6.7119, 6.7119, 16.354, 16.354, -24.7069, -24.7069, 10.4036, 10.4036, 9.4768, 9.4768, 10.8765, 10.8765, 13.1342, 13.1342, 9.2975, 9.2975, 12.5666, 12.5666, 9.0996, 9.0996, 6.3205, 6.3205, 9.1838, 9.1838, 6.5261, 6.5261, 8.5579, 8.5579, 13.5984, 13.5984, 8.7279, 8.7279, 6.8868, 6.8868, 9.5033, 9.5033, 6.8502, 6.8502, 9.9671, 9.9671, 10.1264, 10.1264, 16.0411, 16.0411, 8.7429, 8.7429, 9.1879, 9.1879, 8.7769, 8.7769, 12.431, 12.431, 9.2346, 9.2346, 9.9752, 9.9752, 15.8953, 15.8953, 8.9719, 8.9719, 8.8013, 8.8013, 9.0811, 9.0811, 10.5673, 10.5673]","[-1.3596, 11.3926, 8.193, 9.462, 8.6639, 9.8669, 7.5925, 10.2073, 7.7525, 7.1112, 9.8443, 9.4276, 10.8032, 10.0225, 10.343, 11.042, 9.765, 6.7119, 16.354, -24.7069, 10.4036, 9.4768, 10.8765, 13.1342, 9.2975, 13.8621, 9.0996, 6.3205, 9.1838, 6.5261, 8.5579, 13.5984, 8.7279, 6.8868, 9.5033, 6.8502, 9.9671, 10.1264, 16.0411, 8.7429, 9.1879, 8.7769, 12.431, 10.4727, 9.9752, 15.8953, 10.1894, 8.8013, 9.0811, 10.5673]","[nan, nan, nan, 1.487, nan, 7.5508, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 4.3402, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 4.3402, nan, nan, 4.3402, nan, nan, nan]","[311000.0, 90575.0, 324725.0, 416775.0, 338600.0, 340700.0, 199575.0, 184000.0, 207125.0, 214700.0, 139600.0, 160700.0, 152950.0, 292575.0, 157825.0, 249975.0, 221300.0, 281000.0, 125000.0, 106200.0, 179125.0, 258000.0, 262550.0, 181200.0, 288600.0, 294000.0, 263575.0, 165000.0, 108000.0, 185975.0, 219000.0, 261000.0, 157325.0, 183125.0, 259375.0, 172000.0, 339350.0, 242325.0, 184300.0, 155575.0, 202000.0, 227000.0, 214000.0, 198125.0, 255700.0, 100000.0, 192175.0, 431175.0, 162700.0, 115000.0]","[311000.0, 90575.0, 324725.0, 381775.0, 338600.0, 300700.0, 199575.0, 184000.0, 207125.0, 214700.0, 139600.0, 160700.0, 152950.0, 292575.0, 157825.0, 249975.0, 221300.0, 281000.0, 125000.0, 106200.0, 179125.0, 258000.0, 262550.0, 181200.0, 288600.0, 254000.0, 263575.0, 165000.0, 108000.0, 185975.0, 219000.0, 261000.0, 157325.0, 183125.0, 259375.0, 172000.0, 339350.0, 242325.0, 184300.0, 155575.0, 202000.0, 227000.0, 214000.0, 158125.0, 255700.0, 100000.0, 152175.0, 431175.0, 162700.0, 115000.0]","[0.0, 0.0, 0.0, 35000.0, 0.0, 40000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 40000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 40000.0, 0.0, 0.0, 40000.0, 0.0, 0.0, 0.0]"
RandomForestClassifier___0.6535740252111559,0.025,"{'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.8218, 1.8218, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 13.0752, 13.0752, nan, nan, nan, nan, nan, nan, nan, nan, 2.7105, 2.7105, nan, nan, nan, nan, nan, nan, nan, nan, 0.8784, 0.8784, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 4.6741, 4.6741, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, 1.8218, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 13.0752, nan, nan, nan, nan, 2.7105, nan, nan, nan, nan, 0.8784, nan, nan, nan, nan, nan, nan, nan, nan, nan, 4.6741, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 40000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 30000.0, 0.0, 0.0, 0.0, 0.0, 30000.0, 0.0, 0.0, 0.0, 0.0, 40000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 123650.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 40000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 30000.0, 0.0, 0.0, 0.0, 0.0, 30000.0, 0.0, 0.0, 0.0, 0.0, 40000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 123650.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
RandomForestClassifier___0.6393778134181557,0.025,"{'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 6.2434, 6.2434, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.6636, 1.6636, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.8784, 0.8784, nan, nan, nan, nan, nan, nan, 10.4182, 10.4182, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 6.2434, nan, nan, nan, nan, nan, nan, 1.6636, nan, nan, nan, nan, nan, nan, nan, nan, 0.8784, nan, nan, nan, 10.4182, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 70000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 40000.0, 0.0, 0.0, 0.0, 125000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 70000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 40000.0, 0.0, 0.0, 0.0, 125000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
RandomForestClassifier___0.8113238936433388,0.025,"{'max_depth': 8, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 25}","[nan, nan, nan, nan, nan, nan, nan, nan, 11.1017, 11.1017, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 16.4884, 16.4884, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 16.4884, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, 11.1017, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.0, 0.0, 0.0, 0.0, 25000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 40000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 40000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 25000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
GradientBoostingClassifier___0.5480350999843617,0.025,"{'learning_rate': 0.1, 'max_features': 'auto', 'n_estimators': 75}","[4.3537, 4.3537, 1.518, 1.518, 9.0209, 9.0209, 4.1793, 4.1793, 7.1677, 7.1677, -2.8482, -2.8482, 5.8593, 5.8593, 1.5094, 1.5094, 0.0436, 0.0436, 9.3433, 9.3433, 10.2231, 10.2231, 9.506, 9.506, 4.6576, 4.6576, 3.3705, 3.3705, 3.8589, 3.8589, 7.2624, 7.2624, 1.755, 1.755, 0.646, 0.646, 9.8658, 9.8658, -1.8804, -1.8804, 3.0934, 3.0934, -4.6388, -4.6388, 6.6318, 6.6318, 9.9929, 9.9929, 12.5751, 12.5751, -4.1521, -4.1521, 6.7033, 6.7033, 8.2757, 8.2757, 15.253, 15.253, 3.2046, 3.2046, 1.0347, 1.0347, 6.8063, 6.8063, 8.9182, 8.9182, 5.2766, 5.2766, 8.7323, 8.7323, 10.835, 10.835, -2.7164, -2.7164, 7.9473, 7.9473, 5.5062, 5.5062, 1.0579, 1.0579, 9.8736, 9.8736, -1.7933, -1.7933, 0.2526, 0.2526, -2.5168, -2.5168, 7.469, 7.469, 0.7861, 0.7861, 6.8781, 6.8781, 5.3508, 5.3508, 3.2984, 3.2984, -1.4068, -1.4068]","[5.8052, 3.9621, 8.3899, -3.0191, 9.0175, -2.3318, 7.3075, -4.4069, 1.4138, 10.1515, 6.7525, 16.764, 7.1051, 4.6103, 3.4673, 6.9375, 1.4307, 2.9514, 11.9788, 4.29, 4.99, 9.7201, 6.6904, 11.3172, 10.9156, 6.842, 5.5674, 7.9342, 13.6049, 5.3952, -0.1478, 3.9315, 5.971, 3.4015, 8.1063, 6.2342, 5.6762, 8.716, 10.7967, 10.7456, 9.6731, 4.5168, -0.2678, 0.6157, 10.0637, 2.0763, 6.3058, 4.8269, 6.3363, -6.9354]","[-0.7325, -14.1525, 12.2183, 26.2243, -10.8209, -3.4538, -3.6203, 13.2337, -4.0781, 6.184, 27.9545, -13.2289, -0.1653, 0.9575, 4.359, 8.7408, 2.4214, -9.0263, 1.9065, -43.4227, -9.4725, -19.4156, 6.4638, 7.9454, 19.7311, -19.1376, 17.6117, 9.114, 19.1104, -5.5334, 8.1565, 12.1555, 13.738, 10.3973, 14.2504, 24.9628, -11.6029, 4.4395, -72.9822, -20.2579, 10.6624, -30.3551, 2.3456, -24.6919, -2.1788, -11.8039, 9.125, 6.8943, -16.0764, 11.5374]","[522500.0, 572525.0, 780250.0, 406250.0, 643475.0, 409375.0, 883600.0, 728125.0, 745525.0, 482550.0, 1020200.0, 557875.0, 448625.0, 584850.0, 580275.0, 1156475.0, 835975.0, 787875.0, 726225.0, 805725.0, 746175.0, 488000.0, 673875.0, 684650.0, 596800.0, 354575.0, 451700.0, 627325.0, 636675.0, 836650.0, 685400.0, 834550.0, 545325.0, 821550.0, 671300.0, 483600.0, 597375.0, 770625.0, 243075.0, 479725.0, 764800.0, 669375.0, 648875.0, 546750.0, 670950.0, 418500.0, 647975.0, 781325.0, 286800.0, 394275.0]","[406500.0, 495275.0, 651650.0, 306250.0, 583475.0, 220950.0, 766500.0, 483925.0, 559525.0, 384250.0, 853200.0, 422875.0, 297600.0, 386350.0, 325475.0, 948125.0, 562350.0, 636225.0, 573875.0, 701525.0, 648325.0, 247500.0, 499375.0, 415750.0, 484450.0, 204525.0, 409100.0, 445725.0, 446075.0, 668950.0, 587800.0, 542825.0, 338400.0, 601350.0, 602900.0, 364800.0, 307225.0, 632100.0, 227725.0, 329825.0, 609800.0, 548250.0, 519675.0, 479075.0, 528750.0, 379600.0, 516425.0, 583325.0, 247925.0, 276275.0]","[116000.0, 77250.0, 128600.0, 100000.0, 60000.0, 188425.0, 117100.0, 244200.0, 186000.0, 98300.0, 167000.0, 135000.0, 151025.0, 198500.0, 254800.0, 208350.0, 273625.0, 151650.0, 152350.0, 104200.0, 97850.0, 240500.0, 174500.0, 268900.0, 112350.0, 150050.0, 42600.0, 181600.0, 190600.0, 167700.0, 97600.0, 291725.0, 206925.0, 220200.0, 68400.0, 118800.0, 290150.0, 138525.0, 15350.0, 149900.0, 155000.0, 121125.0, 129200.0, 67675.0, 142200.0, 38900.0, 131550.0, 198000.0, 38875.0, 118000.0]"
